"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 23 22:36:57 UTC 2023","Thu Nov 23 22:37:14 UTC 2023","17357","","Verify that the filters in SRP are working properly","","Check class attribute","","Check class attribute",""
