"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 06 10:13:15 UTC 2023","Wed Dec 06 10:13:33 UTC 2023","17814","","Verify that the filters in SRP are working properly","","Check class attribute","","Check class attribute",""
