"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 06 09:40:09 UTC 2023","Wed Dec 06 09:40:42 UTC 2023","32818","","Verify that the filters in SRP are working properly","","Check class attribute","","Check class attribute",""
